Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
United States,USA,1985,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,26.1174120640827
United States,USA,1984,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,25.1427285766516
United States,USA,1983,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,25.241357832451
United States,USA,1982,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,24.1756524456946
United States,USA,1981,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,27.353711790393
United States,USA,1980,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,29.9474237644585
United States,USA,1979,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,31.2119347021604
United States,USA,1978,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,27.4471086036671
United States,USA,1977,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,27.2113219684786
United States,USA,1976,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,28.8252356780276
United States,USA,1975,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,29.5327903986284
United States,USA,1974,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,32.5950890707752
United States,USA,1973,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,31.9835680751174
United States,USA,1972,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,31.9850187265918
United States,USA,1971,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,30.390625
United States,USA,1970,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,32.0524017467249
United States,USA,2018,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,25.9596722996463
United States,USA,2017,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,26.3662169976394
United States,USA,2016,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,27.2465373230755
United States,USA,2015,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,27.3976375138024
United States,USA,2014,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,25.8967148566848
United States,USA,2013,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,25.3370869123909
United States,USA,2012,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,24.6495476755464
United States,USA,2011,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,24.059337413764
United States,USA,2010,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,24.3462530830413
United States,USA,2009,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,23.385037866598
United States,USA,2008,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,25.10514827737
United States,USA,2007,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,24.3731495472917
United States,USA,2006,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,25.2293996256659
United States,USA,2005,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,27.2031935314367
United States,USA,2004,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,27.3361285111092
United States,USA,2003,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,27.7030196018926
United States,USA,2002,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,29.1690270815296
United States,USA,2001,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,31.6173388111009
United States,USA,2000,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,34.5021385623076
United States,USA,1999,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,34.0299838582474
United States,USA,1998,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,32.3484303584545
United States,USA,1997,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,33.6498850027139
United States,USA,1996,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,34.1404922447446
United States,USA,1995,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,34.1407800431583
United States,USA,1994,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,34.583397789366
United States,USA,1993,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,36.4883196798468
United States,USA,1992,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,36.0718317734125
United States,USA,1991,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,34.4758309996347
United States,USA,1990,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,34.0862978493169
United States,USA,1989,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,33.3097372974674
United States,USA,1988,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,31.4511112112879
United States,USA,1987,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,29.3790922543634
United States,USA,1986,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,29.6104914704899
United States,USA,1985,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,28.7756693527424
United States,USA,1984,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,28.4529066006693
United States,USA,1983,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,21.4574898785425
United States,USA,1982,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,23.4099077980935
United States,USA,1981,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,26.4628820960699
United States,USA,1980,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,22.2712933753943
United States,USA,1979,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,21.735043637478
United States,USA,1978,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,20.2538787023977
United States,USA,1977,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,19.8134448375684
United States,USA,1976,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,20.8121827411168
United States,USA,1975,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,20.145735105015
United States,USA,1974,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,19.4511314395763
United States,USA,1973,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,20.0704225352113
United States,USA,1972,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,21.123595505618
United States,USA,1971,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,19.765625
United States,USA,1970,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,20.3493449781659
United States,USA,2018,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,258390000000
United States,USA,2017,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,354649000000
United States,USA,2016,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,494439000000
United States,USA,2015,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,509087000000
United States,USA,2014,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,251856000000
United States,USA,2013,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,288131000000
United States,USA,2012,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,250345000000
United States,USA,2011,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,263497000000
United States,USA,2010,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,264039000000
United States,USA,2009,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,161083000000
United States,USA,2008,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,341092000000
United States,USA,2007,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,346613000000
United States,USA,2006,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,298463000000
United States,USA,2005,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,142344000000
United States,USA,2004,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,213641000000
United States,USA,2003,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,117106000000
United States,USA,2002,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,109466000000
United States,USA,2001,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,171471000000
United States,USA,2000,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,350066000000
United States,USA,1999,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,289443000000
United States,USA,1998,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,179030000000
United States,USA,1997,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,105590000000
United States,USA,1996,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,86520000000
United States,USA,1995,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,57800000000
United States,USA,1994,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,46130000000
United States,USA,1993,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,51380000000
United States,USA,1992,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,19810000000
United States,USA,1991,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,23180000000
United States,USA,1990,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,48490000000
United States,USA,1989,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,68250000000
United States,USA,1988,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,57736000000
United States,USA,1987,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,58471000000
United States,USA,1986,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,35419000000
United States,USA,1985,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,20010000000
United States,USA,1984,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,24760000000
United States,USA,1983,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10470000000
United States,USA,1982,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12474000000
United States,USA,1981,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,25190000000
United States,USA,1980,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,16930000000
United States,USA,1979,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8700000000
United States,USA,1978,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5850000000
United States,USA,1977,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2900000000
United States,USA,1976,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,3250000000
United States,USA,1975,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2560000000
United States,USA,1974,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,3330000000
United States,USA,1973,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2120000000
United States,USA,1972,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1350000000
United States,USA,1971,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,870000000
United States,USA,1970,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1260000000
United States,USA,2018,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.26080188932424
United States,USA,2017,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.82007611791433
United States,USA,2016,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.64304284422036
United States,USA,2015,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.79421858967316
United States,USA,2014,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.43739095592604
United States,USA,2013,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.71661357655606
United States,USA,2012,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.5456250318702
United States,USA,2011,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.69532330722204
United States,USA,2010,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.76119311216454
United States,USA,2009,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.11484356472059
United States,USA,2008,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.31832810877764
United States,USA,2007,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.39839738537714
United States,USA,2006,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.16048784186236
United States,USA,2005,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.09187641523892
United States,USA,2004,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.74918730740378
United States,USA,2003,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.02202397895235
United States,USA,2002,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.00093092135092
United States,USA,2001,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.62042991971311
United States,USA,2000,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.41449672398593
United States,USA,1999,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.00543133816141
United States,USA,1998,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.97543408498145
United States,USA,1997,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.23100355066787
United States,USA,1996,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.07170435427583
United States,USA,1995,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.75656935849594
United States,USA,1994,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.633024647479511
United States,USA,1993,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.749136954278588
United States,USA,1992,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.303819118274283
United States,USA,1991,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.376413030646159
United States,USA,1990,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.813161647614077
United States,USA,1989,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.20976747648708
United States,USA,1988,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.10258156403265
United States,USA,1987,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.20429270382465
United States,USA,1986,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.773402922637217
United States,USA,1985,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.461168399293935
United States,USA,1984,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.613233611046923
United States,USA,1983,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.28810926027741
United States,USA,1982,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.373049854521323
United States,USA,1981,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.785458999289688
United States,USA,1980,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.5925159599581
United States,USA,1979,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.331134145868017
United States,USA,1978,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.248766902860564
United States,USA,1977,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.139300786905342
United States,USA,1976,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.17348025954782
United States,USA,1975,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.151937439759179
United States,USA,1974,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.215500086394179
United States,USA,1973,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.148732685270413
United States,USA,1972,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.105542134765579
United States,USA,1971,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0746877280336524
United States,USA,1970,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.117394622021927
United States,USA,2018,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,142397000000
United States,USA,2017,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,149634000000
United States,USA,2016,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-139701000000
United States,USA,2015,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-187307000000
United States,USA,2014,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,154311000000
United States,USA,2013,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-62641000000
United States,USA,2012,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,239064000000
United States,USA,2011,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,123357000000
United States,USA,2010,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,178953000000
United States,USA,2009,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,219303000000
United States,USA,2008,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,126805000000
United States,USA,2007,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,275617000000
United States,USA,2006,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,145481000000
United States,USA,2005,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,89258000000
United States,USA,2004,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,61787000000
United States,USA,2003,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,33982000000
United States,USA,2002,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,54067000000
United States,USA,2001,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,121464000000
United States,USA,2000,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,193600000000
United States,USA,1999,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,112289000000
United States,USA,1998,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,41958000000
United States,USA,1997,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,67033000000
United States,USA,1996,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,11057000000
United States,USA,1995,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,16523000000
United States,USA,1994,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,890000000
United States,USA,1993,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,20940000000
United States,USA,1992,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-5610000000
United States,USA,1991,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,10420000000
United States,USA,1990,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-15960000000
United States,USA,1989,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,8990000000
United States,USA,1988,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-2877000000
United States,USA,1987,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,15025000000
United States,USA,1986,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,17898000000
United States,USA,1985,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,4330000000
United States,USA,1984,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-1280000000
United States,USA,1983,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,5985000000
United States,USA,1982,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,3310000000
United States,USA,1981,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,4820000000
United States,USA,1980,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,4240000000
United States,USA,1979,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,1050000000
United States,USA,1978,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,1310000000
United States,USA,1977,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,1320000000
United States,USA,1976,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,860000000
United States,USA,1975,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,3050000000
United States,USA,1974,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,250000000
United States,USA,1973,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,2760000000
United States,USA,1972,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,2430000000
United States,USA,1971,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,840000000
United States,USA,1970,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,700000000
United States,USA,2018,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,150191000000
United States,USA,2017,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,158971000000
United States,USA,2016,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,137159000000
United States,USA,2015,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,130524000000
United States,USA,2014,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,140568000000
United States,USA,2013,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,125971000000
United States,USA,2012,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,108712000000
United States,USA,2011,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,99662000000
United States,USA,2010,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,90784000000
United States,USA,2009,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,86757000000
United States,USA,2008,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,85078000000
United States,USA,2007,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,70799000000
United States,USA,2006,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,70686000000
United States,USA,2005,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,65595000000
United States,USA,2004,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,60319000000
United States,USA,2003,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,62251000000
United States,USA,2002,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,53083000000
United States,USA,2001,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,41600000000
United States,USA,2000,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,37621000000
United States,USA,1999,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,34599000000
United States,USA,1998,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,9635800000
United States,USA,1997,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,9891700000
United States,USA,1996,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,10400800000
United States,USA,1995,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,8625900000
United States,USA,1994,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,7986200000
United States,USA,1993,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,6666900000
United States,USA,1992,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,6541600000
United States,USA,1991,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,47850000000
United States,USA,1990,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,10040000000
United States,USA,1989,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,5080000000
United States,USA,1988,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,4629000000
United States,USA,1987,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,3866000000
United States,USA,1986,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,3409000000
United States,USA,1985,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2500000000
United States,USA,1984,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2160000000
United States,USA,1983,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2010000000
United States,USA,1982,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,2040000000
United States,USA,1981,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,1230000000
United States,USA,1980,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,1320000000
United States,USA,1979,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,1140000000
United States,USA,1978,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,810000000
United States,USA,1977,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,700000000
United States,USA,1976,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,760000000
United States,USA,1975,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,720000000
United States,USA,1974,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,720000000
United States,USA,1973,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,700000000
United States,USA,1972,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,610000000
United States,USA,1971,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,400000000
United States,USA,1970,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,380000000
United States,USA,2018,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,6668000000
United States,USA,2017,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,6126000000
